source_row_number,service_listing_id,location_id,organization_id,organization_name,service_id,service_name,taxonomy_code,taxonomy_name,description,phone,website,email,wheelchair_accessible,language,hours,address,city,province,postal_code,latitude,longitude,healthlinkbc_url,source_label,source_url
263,17651865,17651239,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2505193487,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,104-6672 Wadams Way,Sooke,BC,V9Z 0H3,48.380553,-123.724610,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17651239,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
264,17651866,17650684,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2505195100,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,3995 Quadra Street,Victoria,BC,V8X 1J8,48.469592,-123.364261,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650684,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
265,17651867,17650800,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2505384880,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,160 Fulford-Ganges Road,Salt Spring Island,BC,V8K 2T8,48.851719,-123.500319,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650800,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
266,17651868,17650694,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2505195311,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,530 Fraser Street,Victoria,BC,V9A 6H7,48.429165,-123.412896,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650694,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
267,17651869,17650707,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2505442400,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,2170 Mount Newton Cross Road,Saanichton,BC,V8M 2B2,48.594178,-123.409621,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650707,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
268,17651870,17650699,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2505193490,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,345 Wale Road,Victoria,BC,V9B 6X2,48.444807,-123.471939,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650699,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
269,17651871,17650701,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2503882200,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,1947 Cook Street,Victoria,BC,V8T 3P7,48.431142,-123.352711,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650701,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
270,58152831,17651733,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2509566828,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,2161 McNeill Road,Port McNeill,BC,V0N 2R0,50.583928,-127.078500,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17651733,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
271,58152872,17650732,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2508502110,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,200-1100 Island Highway,Campbell River,BC,V9W 8C6,50.027225,-125.242937,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650732,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
272,58152889,17650747,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2509026071,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,7070 Market Street,Port Hardy,BC,V0N 2P0,50.720836,-127.492462,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650747,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
273,58152912,17650703,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2507553342,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,NanaimoPublicHealth@islandhealth.ca,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,1665 Grant Avenue,Nanaimo,BC,V9S 5K7,49.186303,-123.965493,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650703,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
274,58152923,17650690,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2507093050,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30; Closed for lunch 12:00 - 13:00,675 Canada Avenue,Duncan,BC,V9L 1T9,48.782111,-123.708341,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650690,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
275,58152974,17650739,17650682,Island Health,17651864,Public Health Nursing,LT-3400,Immunizations,"Provides health promotion, disease prevention, intervention, and support services to women, children, youth and families living in the Island Health region. Services are provided in homes, schools, health units and community settings. Offers a wide range of services including wound care, prenatal and postpartum support, pregnancy classes, child developmental assessment, immunizations, well baby clinics, hearing and vision screening, communicable disease control, and specialized nursing support services.",2503318520,https://www.islandhealth.ca/our-services/children-youth-services/public-health-nursing,,Y,English,Mon 08:30 - 16:30; Tue 08:30 - 16:30; Wed 08:30 - 16:30; Thu 08:30 - 16:30; Fri 08:30 - 16:30;,961 England Avenue,Courtenay,BC,V9N 2N7,49.688161,-124.998245,http://www.healthlinkbc.ca/find/resource.asp?First=1&org=53965&agencynum=17651864&SiteResourceAgencyNum=17650739,HealthLinkBC Immunization Services in BC,https://catalogue.data.gov.bc.ca/dataset/f49ebe46-6faf-4b5d-a21e-c19db5ec69d7/resource/77f6cc12-ec92-4ed2-8a3b-6f7cf7245607/download/hlbc_immunizationclinics.csv
